codigo_municipio,nome_municipio,ano,categoria_rede_agua,variavel,unidade_medida,valor
3525706,José Bonifácio - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,612
3525805,Júlio Mesquita - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1562
3525805,Júlio Mesquita - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1525
3525805,Júlio Mesquita - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,33
3525805,Júlio Mesquita - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,4
3525854,Jumirim - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1002
3525854,Jumirim - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,792
3525854,Jumirim - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,40
3525854,Jumirim - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,170
3525904,Jundiaí - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,163219
3525904,Jundiaí - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,156487
3525904,Jundiaí - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,1506
3525904,Jundiaí - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,5226
3526001,Junqueirópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,7151
3526001,Junqueirópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,6646
3526001,Junqueirópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,128
3526001,Junqueirópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,377
3526100,Juquiá - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,6343
3526100,Juquiá - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,4419
3526100,Juquiá - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,117
3526100,Juquiá - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1807
3526209,Juquitiba - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,10005
3526209,Juquitiba - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,5948
3526209,Juquitiba - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,244
3526209,Juquitiba - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,3813
3526308,Lagoinha - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2079
3526308,Lagoinha - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1259
3526308,Lagoinha - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,9
3526308,Lagoinha - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,811
3526407,Laranjal Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,9287
3526407,Laranjal Paulista - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,8264
3526407,Laranjal Paulista - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,133
3526407,Laranjal Paulista - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,890
3526506,Lavínia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1837
3526506,Lavínia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1561
3526506,Lavínia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,86
3526506,Lavínia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,190
3526605,Lavrinhas - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2392
3526605,Lavrinhas - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2252
3526605,Lavrinhas - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,17
3526605,Lavrinhas - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,123
3526704,Leme - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,35758
3526704,Leme - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,34900
3526704,Leme - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,436
3526704,Leme - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,422
3526803,Lençóis Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,22822
3526803,Lençóis Paulista - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,22177
3526803,Lençóis Paulista - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,214
3526803,Lençóis Paulista - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,431
3526902,Limeira - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,104444
3526902,Limeira - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,100487
3526902,Limeira - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,602
3526902,Limeira - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,3355
3527009,Lindóia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2591
3527009,Lindóia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2321
3527009,Lindóia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,27
3527009,Lindóia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,243
3527108,Lins - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,28432
3527108,Lins - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,27908
3527108,Lins - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,56
3527108,Lins - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,468
3527207,Lorena - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,30025
3527207,Lorena - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,28883
3527207,Lorena - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,99
3527207,Lorena - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1043
3527256,Lourdes - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,772
3527256,Lourdes - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,668
3527256,Lourdes - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,41
3527256,Lourdes - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,63
3527306,Louveira - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,17902
3527306,Louveira - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,16236
3527306,Louveira - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,399
3527306,Louveira - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1267
3527405,Lucélia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,6603
3527405,Lucélia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,6307
3527405,Lucélia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,14
3527405,Lucélia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,282
3527504,Lucianópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,890
3527504,Lucianópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,724
3527504,Lucianópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,17
3527504,Lucianópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,149
3527603,Luís Antônio - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,4169
3527603,Luís Antônio - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,4064
3527603,Luís Antônio - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,10
3527603,Luís Antônio - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,95
3527702,Luiziânia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1729
3527702,Luiziânia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1597
3527702,Luiziânia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,4
3527702,Luiziânia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,128
3527801,Lupércio - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1472
3527801,Lupércio - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1337
3527801,Lupércio - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,-
3527801,Lupércio - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,135
3527900,Lutécia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1036
3527900,Lutécia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,841
3527900,Lutécia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,10
3527900,Lutécia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,185
3528007,Macatuba - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,5654
3528007,Macatuba - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,5428
3528007,Macatuba - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,106
3528007,Macatuba - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,120
3528106,Macaubal - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,3008
3528106,Macaubal - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2707
3528106,Macaubal - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,28
3528106,Macaubal - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,273
3528205,Macedônia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1513
3528205,Macedônia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1112
3528205,Macedônia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,29
3528205,Macedônia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,372
3528304,Magda - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1257
3528304,Magda - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1069
3528304,Magda - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,5
3528304,Magda - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,183
3528403,Mairinque - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,17025
3528403,Mairinque - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,14223
3528403,Mairinque - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,108
3528403,Mairinque - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,2694
3528502,Mairiporã - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,33058
3528502,Mairiporã - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,20825
3528502,Mairiporã - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,915
3528502,Mairiporã - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,11318
3528601,Manduri - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,3689
3528601,Manduri - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,3241
3528601,Manduri - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,26
3528601,Manduri - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,422
3528700,Marabá Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1383
3528700,Marabá Paulista - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,825
3528700,Marabá Paulista - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,106
3528700,Marabá Paulista - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,452
3528809,Maracaí - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,4828
3528809,Maracaí - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,4280
3528809,Maracaí - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,86
3528809,Maracaí - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,462
3528858,Marapoama - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1238
3528858,Marapoama - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1110
3528858,Marapoama - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,13
3528858,Marapoama - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,115
3528908,Mariápolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1382
3528908,Mariápolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1219
3528908,Mariápolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,3
3528908,Mariápolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,160
3529005,Marília - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,88399
3529005,Marília - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,86320
3529005,Marília - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,965
3529005,Marília - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1114
3529104,Marinópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,717
3529104,Marinópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,584
3529104,Marinópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,6
3529104,Marinópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,127
3529203,Martinópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,8845
3529203,Martinópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,7947
3529203,Martinópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,459
3529203,Martinópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,439
3529302,Matão - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,28821
3529302,Matão - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,28263
3529302,Matão - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,331
3529302,Matão - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,227
3529401,Mauá - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,152619
3529401,Mauá - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,150887
3529401,Mauá - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,538
3529401,Mauá - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1194
3529500,Mendonça - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2315
3529500,Mendonça - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2032
3529500,Mendonça - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,227
3529500,Mendonça - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,56
3529609,Meridiano - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1726
3529609,Meridiano - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1410
3529609,Meridiano - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,14
3529609,Meridiano - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,302
3529658,Mesópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,743
3529658,Mesópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,618
3529658,Mesópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,38
3529658,Mesópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,87
3529708,Miguelópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,7138
3529708,Miguelópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,6221
3529708,Miguelópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,289
3529708,Miguelópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,628
3529807,Mineiros do Tietê - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,4138
3529807,Mineiros do Tietê - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,3965
3529807,Mineiros do Tietê - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,41
3529807,Mineiros do Tietê - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,132
3529906,Miracatu - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,6846
3529906,Miracatu - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,4260
3529906,Miracatu - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,84
3529906,Miracatu - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,2502
3530003,Mira Estrela - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1243
3530003,Mira Estrela - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,929
3530003,Mira Estrela - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,120
3530003,Mira Estrela - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,194
3530102,Mirandópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,9108
3530102,Mirandópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,7803
3530102,Mirandópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,230
3530102,Mirandópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1075
3530201,Mirante do Paranapanema - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,6122
3530201,Mirante do Paranapanema - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,3895
3530201,Mirante do Paranapanema - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,267
3530201,Mirante do Paranapanema - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1960
3530300,Mirassol - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,23213
3530300,Mirassol - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,22381
3530300,Mirassol - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,164
3530300,Mirassol - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,668
3530409,Mirassolândia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1721
3530409,Mirassolândia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1499
3530409,Mirassolândia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,24
3530409,Mirassolândia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,198
3530508,Mococa - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,24696
3530508,Mococa - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,22982
3530508,Mococa - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,341
3530508,Mococa - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1373
3530607,Mogi das Cruzes - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,158693
3530607,Mogi das Cruzes - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,143828
3530607,Mogi das Cruzes - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,1816
3530607,Mogi das Cruzes - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,13049
3530706,Mogi Guaçu - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,54720
3530706,Mogi Guaçu - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,53212
3530706,Mogi Guaçu - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,481
3530706,Mogi Guaçu - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1027
3530805,Mogi Mirim - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,33795
3530805,Mogi Mirim - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,32042
3530805,Mogi Mirim - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,250
3530805,Mogi Mirim - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1503
3530904,Mombuca - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1232
3530904,Mombuca - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1062
3530904,Mombuca - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,9
3530904,Mombuca - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,161
3531001,Monções - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,799
3531001,Monções - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,729
3531001,Monções - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,23
3531001,Monções - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,47
3531100,Mongaguá - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,21572
3531100,Mongaguá - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,20530
3531100,Mongaguá - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,237
3531100,Mongaguá - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,805
3531209,Monte Alegre do Sul - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,3244
3531209,Monte Alegre do Sul - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2275
3531209,Monte Alegre do Sul - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,75
3531209,Monte Alegre do Sul - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,894
3531308,Monte Alto - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,18050
3531308,Monte Alto - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,17384
