Cod_mun;municipios;PIB;Ano
3547304;Santana de Parnaíba;R$ 14.328.397.388,;2023
3547700;Santo Anastácio;R$ 630.472.796,;2023
3547809;Santo André;R$ 36.931.350.665,;2023
3547908;Santo Antônio da Alegria;R$ 282.936.894,;2023
3548005;Santo Antônio de Posse;R$ 2.146.889.718,;2023
3548054;Santo Antônio do Aracanguá;R$ 380.219.452,;2023
3548104;Santo Antônio do Jardim;R$ 253.743.152,;2023
3548203;Santo Antônio do Pinhal;R$ 191.747.438,;2023
3548302;Santo Expedito;R$ 60.255.674,;2023
3548401;Santópolis do Aguapeí;R$ 97.801.855,;2023
3548500;Santos;R$ 30.961.718.450,;2023
3548609;São Bento do Sapucaí;R$ 354.768.094,;2023
3548708;São Bernardo do Campo;R$ 71.965.791.185,;2023
3548807;São Caetano do Sul;R$ 22.553.448.009,;2023
3548906;São Carlos;R$ 18.386.920.167,;2023
3549003;São Francisco;R$ 59.556.069,;2023
3549102;São João da Boa Vista;R$ 5.011.180.867,;2023
3549201;São João das Duas Pontes;R$ 72.713.498,;2023
3549250;São João de Iracema;R$ 69.614.459,;2023
3549300;São João do Pau d'Alho;R$ 83.376.430,;2023
3549409;São Joaquim da Barra;R$ 2.733.786.441,;2023
3549508;São José da Bela Vista;R$ 336.021.818,;2023
3549607;São José do Barreiro;R$ 80.553.126,;2023
3549706;São José do Rio Pardo;R$ 2.876.972.561,;2023
3549805;São José do Rio Preto;R$ 26.390.120.821,;2023
3549904;São José dos Campos;R$ 61.394.524.128,;2023
3549953;São Lourenço da Serra;R$ 346.115.309,;2023
3550001;São Luiz do Paraitinga;R$ 252.579.139,;2023
3550100;São Manuel;R$ 1.889.877.382,;2023
3550209;São Miguel Arcanjo;R$ 1.157.726.376,;2023
3550308;São Paulo;R$ 1.066.825.104.983,;2023
3550407;São Pedro;R$ 1.243.177.030,;2023
3550506;São Pedro do Turvo;R$ 393.936.414,;2023
3550605;São Roque;R$ 4.532.567.306,;2023
3550704;São Sebastião;R$ 17.400.619.207,;2023
3550803;São Sebastião da Grama;R$ 481.876.411,;2023
3550902;São Simão;R$ 648.091.535,;2023
3551009;São Vicente;R$ 7.414.656.300,;2023
3551108;Sarapuí;R$ 270.123.317,;2023
3551207;Sarutaiá;R$ 115.634.692,;2023
3551306;Sebastianópolis do Sul;R$ 454.541.519,;2023
3551405;Serra Azul;R$ 269.296.727,;2023
3551603;Serra Negra;R$ 1.025.007.433,;2023
3551504;Serrana;R$ 1.454.534.798,;2023
3551702;Sertãozinho;R$ 9.075.017.911,;2023
3551801;Sete Barras;R$ 461.849.310,;2023
3551900;Severínia;R$ 340.596.560,;2023
3552007;Silveiras;R$ 116.266.107,;2023
3552106;Socorro;R$ 1.449.300.539,;2023
3552205;Sorocaba;R$ 58.816.286.432,;2023
3552304;Sud Mennucci;R$ 302.800.668,;2023
3552403;Sumaré;R$ 19.026.093.466,;2023
3552551;Suzanápolis;R$ 511.504.073,;2023
3552502;Suzano;R$ 18.618.697.595,;2023
3552601;Tabapuã;R$ 397.691.073,;2023
3552700;Tabatinga;R$ 512.361.457,;2023
3552809;Taboão da Serra;R$ 12.084.179.332,;2023
3552908;Taciba;R$ 242.091.189,;2023
3553005;Taguaí;R$ 409.335.494,;2023
3553104;Taiaçu;R$ 155.640.314,;2023
3553203;Taiúva;R$ 188.353.340,;2023
3553302;Tambaú;R$ 966.714.250,;2023
3553401;Tanabi;R$ 1.592.466.950,;2023
3553500;Tapiraí;R$ 223.954.353,;2023
3553609;Tapiratiba;R$ 358.652.712,;2023
3553658;Taquaral;R$ 92.382.788,;2023
3553708;Taquaritinga;R$ 2.307.144.805,;2023
3553807;Taquarituba;R$ 1.279.103.093,;2023
3553856;Taquarivaí;R$ 433.013.790,;2023
3553906;Tarabai;R$ 187.170.910,;2023
3553955;Tarumã;R$ 1.153.082.930,;2023
3554003;Tatuí;R$ 6.784.534.581,;2023
3554102;Taubaté;R$ 22.607.800.468,;2023
3554201;Tejupá;R$ 341.127.352,;2023
3554300;Teodoro Sampaio;R$ 822.760.153,;2023
3554409;Terra Roxa;R$ 237.426.174,;2023
3554508;Tietê;R$ 2.954.947.719,;2023
3554607;Timburi;R$ 80.267.648,;2023
3554656;Torre de Pedra;R$ 44.086.733,;2023
3554706;Torrinha;R$ 380.075.254,;2023
3554755;Trabiju;R$ 66.640.706,;2023
3554805;Tremembé;R$ 1.091.770.581,;2023
3554904;Três Fronteiras;R$ 155.504.752,;2023
3554953;Tuiuti;R$ 239.682.024,;2023
3555000;Tupã;R$ 3.128.301.710,;2023
3555109;Tupi Paulista;R$ 446.937.811,;2023
3555208;Turiúba;R$ 88.091.265,;2023
3555307;Turmalina;R$ 100.226.090,;2023
3555356;Ubarana;R$ 298.745.870,;2023
3555406;Ubatuba;R$ 3.506.919.269,;2023
3555505;Ubirajara;R$ 201.026.244,;2023
3555604;Uchoa;R$ 521.823.515,;2023
3555703;União Paulista;R$ 72.243.943,;2023
3555802;Urânia;R$ 366.620.323,;2023
3555901;Uru;R$ 66.749.681,;2023
3556008;Urupês;R$ 647.135.023,;2023
3556107;Valentim Gentil;R$ 565.653.229,;2023
3556206;Valinhos;R$ 10.200.700.888,;2023
3556305;Valparaíso;R$ 1.426.927.115,;2023
3556354;Vargem;R$ 222.012.401,;2023
3556404;Vargem Grande do Sul;R$ 1.431.641.524,;2023
3556453;Vargem Grande Paulista;R$ 3.524.292.853,;2023
3556503;Várzea Paulista;R$ 4.736.061.572,;2023
3556602;Vera Cruz;R$ 302.804.606,;2023
3556701;Vinhedo;R$ 14.699.664.334,;2023
3556800;Viradouro;R$ 563.835.943,;2023
3556909;Vista Alegre do Alto;R$ 705.941.182,;2023
3556958;Vitória Brasil;R$ 64.481.075,;2023
3557006;Votorantim;R$ 5.209.654.121,;2023
3557105;Votuporanga;R$ 4.582.202.643,;2023
3557154;Zacarias;R$ 177.562.313,;2023
3500105;Adamantina;R$ 1.542.108.768,;2022
3500204;Adolfo;R$ 152.744.965,;2022
3500303;Aguaí;R$ 1.538.788.797,;2022
3500402;Águas da Prata;R$ 237.447.327,;2022
3500501;Águas de Lindóia;R$ 709.589.578,;2022
3500550;Águas de Santa Bárbara;R$ 254.816.779,;2022
3500600;Águas de São Pedro;R$ 160.664.986,;2022
3500709;Agudos;R$ 2.685.446.015,;2022
3500758;Alambari;R$ 133.707.111,;2022
3500808;Alfredo Marcondes;R$ 129.964.952,;2022
3500907;Altair;R$ 126.933.661,;2022
3501004;Altinópolis;R$ 646.572.298,;2022
3501103;Alto Alegre;R$ 113.062.323,;2022
3501152;Alumínio;R$ 3.594.285.557,;2022
3501202;Álvares Florence;R$ 135.133.659,;2022
3501301;Álvares Machado;R$ 820.450.639,;2022
3501400;Álvaro de Carvalho;R$ 59.626.427,;2022
3501509;Alvinlândia;R$ 64.404.105,;2022
3501608;Americana;R$ 16.677.590.536,;2022
3501707;Américo Brasiliense;R$ 1.376.814.274,;2022
3501806;Américo de Campos;R$ 141.692.241,;2022
3501905;Amparo;R$ 6.156.333.064,;2022
3502002;Analândia;R$ 210.931.789,;2022
3502101;Andradina;R$ 4.038.899.084,;2022
3502200;Angatuba;R$ 1.661.556.472,;2022
3502309;Anhembi;R$ 171.606.634,;2022
3502408;Anhumas;R$ 100.740.061,;2022
3502507;Aparecida;R$ 1.145.412.617,;2022
3502606;Aparecida d'Oeste;R$ 168.206.305,;2022
3502705;Apiaí;R$ 982.326.220,;2022
3502754;Araçariguama;R$ 5.128.859.234,;2022
3502804;Araçatuba;R$ 10.301.206.377,;2022
3502903;Araçoiaba da Serra;R$ 1.215.670.700,;2022
3503000;Aramina;R$ 172.550.026,;2022
3503109;Arandu;R$ 188.931.424,;2022
3503158;Arapeí;R$ 47.563.096,;2022
3503208;Araraquara;R$ 13.194.878.807,;2022
3503307;Araras;R$ 8.447.070.790,;2022
3503356;Arco-Íris;R$ 62.022.282,;2022
3503406;Arealva;R$ 252.102.363,;2022
3503505;Areias;R$ 63.771.274,;2022
3503604;Areiópolis;R$ 174.095.007,;2022
3503703;Ariranha;R$ 1.283.203.618,;2022
3503802;Artur Nogueira;R$ 2.306.807.284,;2022
3503901;Arujá;R$ 9.448.587.810,;2022
3503950;Aspásia;R$ 44.376.593,;2022
3504008;Assis;R$ 4.581.890.590,;2022
3504107;Atibaia;R$ 8.826.312.128,;2022
3504206;Auriflama;R$ 392.588.991,;2022
3504305;Avaí;R$ 330.717.148,;2022
3504404;Avanhandava;R$ 219.883.034,;2022
3504503;Avaré;R$ 3.871.414.811,;2022
3504602;Bady Bassitt;R$ 666.077.876,;2022
3504701;Balbinos;R$ 62.119.349,;2022
3504800;Bálsamo;R$ 311.240.963,;2022
3504909;Bananal;R$ 236.093.430,;2022
3505005;Barão de Antonina;R$ 78.067.420,;2022
3505104;Barbosa;R$ 129.133.155,;2022
3505203;Bariri;R$ 1.810.874.475,;2022
3505302;Barra Bonita;R$ 1.760.475.822,;2022
3505351;Barra do Chapéu;R$ 163.231.519,;2022
3505401;Barra do Turvo;R$ 138.337.709,;2022
3505500;Barretos;R$ 6.174.110.187,;2022
3505609;Barrinha;R$ 658.639.234,;2022
3505708;Barueri;R$ 69.665.768.916,;2022
3505807;Bastos;R$ 1.141.590.238,;2022
3505906;Batatais;R$ 2.795.758.224,;2022
3506003;Bauru;R$ 18.612.852.852,;2022
3506102;Bebedouro;R$ 4.756.160.024,;2022
3506201;Bento de Abreu;R$ 249.335.050,;2022
3506300;Bernardino de Campos;R$ 482.828.213,;2022
3506359;Bertioga;R$ 2.276.073.111,;2022
3506409;Bilac;R$ 279.245.349,;2022
3506508;Birigui;R$ 4.489.460.775,;2022
3506607;Biritiba Mirim;R$ 929.917.405,;2022
3506706;Boa Esperança do Sul;R$ 426.174.943,;2022
3506805;Bocaina;R$ 306.478.797,;2022
3506904;Bofete;R$ 237.971.226,;2022
3507001;Boituva;R$ 3.980.439.889,;2022
3507100;Bom Jesus dos Perdões;R$ 1.845.067.499,;2022
3507159;Bom Sucesso de Itararé;R$ 66.937.225,;2022
3507209;Borá;R$ 92.174.455,;2022
3507308;Boracéia;R$ 582.110.672,;2022
3507407;Borborema;R$ 559.934.293,;2022
3507456;Borebi;R$ 81.815.965,;2022
3507506;Botucatu;R$ 6.709.748.564,;2022
3507605;Bragança Paulista;R$ 9.125.116.908,;2022
3507704;Braúna;R$ 118.469.734,;2022
3507753;Brejo Alegre;R$ 78.574.226,;2022
3507803;Brodowski;R$ 971.558.236,;2022
3507902;Brotas;R$ 1.355.480.802,;2022
3508009;Buri;R$ 702.838.485,;2022
3508108;Buritama;R$ 646.238.949,;2022
3508207;Buritizal;R$ 257.455.029,;2022
3508306;Cabrália Paulista;R$ 120.867.281,;2022
3508405;Cabreúva;R$ 6.625.402.201,;2022
3508504;Caçapava;R$ 5.870.325.310,;2022
3508603;Cachoeira Paulista;R$ 727.280.900,;2022
3508702;Caconde;R$ 479.156.063,;2022
3508801;Cafelândia;R$ 737.488.829,;2022
3508900;Caiabu;R$ 70.620.504,;2022
3509007;Caieiras;R$ 5.172.279.115,;2022
3509106;Caiuá;R$ 91.472.777,;2022
3509205;Cajamar;R$ 24.330.164.353,;2022
3509254;Cajati;R$ 2.228.754.189,;2022
3509304;Cajobi;R$ 194.846.521,;2022
3509403;Cajuru;R$ 841.325.609,;2022
3509452;Campina do Monte Alegre;R$ 176.896.213,;2022
3509502;Campinas;R$ 80.646.591.220,;2022
3509601;Campo Limpo Paulista;R$ 2.976.085.474,;2022
3509700;Campos do Jordão;R$ 1.662.494.083,;2022
3509809;Campos Novos Paulista;R$ 234.017.327,;2022
3509908;Cananéia;R$ 286.747.105,;2022
3509957;Canas;R$ 131.851.625,;2022
3510005;Cândido Mota;R$ 2.074.288.484,;2022
3510104;Cândido Rodrigues;R$ 109.176.270,;2022
3510153;Canitar;R$ 215.547.863,;2022
3510203;Capão Bonito;R$ 1.395.125.255,;2022
3510302;Capela do Alto;R$ 442.198.932,;2022
3510401;Capivari;R$ 3.335.183.144,;2022
3510500;Caraguatatuba;R$ 5.575.378.387,;2022
3510609;Carapicuíba;R$ 7.817.578.680,;2022
3510708;Cardoso;R$ 372.262.441,;2022
3510807;Casa Branca;R$ 1.260.885.989,;2022
3510906;Cássia dos Coqueiros;R$ 212.552.603,;2022
3511003;Castilho;R$ 1.792.751.021,;2022
3511102;Catanduva;R$ 6.036.118.390,;2022
3511201;Catiguá;R$ 170.228.597,;2022
3511300;Cedral;R$ 643.216.294,;2022
3511409;Cerqueira César;R$ 1.220.434.479,;2022
3511508;Cerquilho;R$ 2.566.786.006,;2022
3511607;Cesário Lange;R$ 1.032.978.280,;2022
3511706;Charqueada;R$ 610.774.696,;2022
3557204;Chavantes;R$ 379.732.480,;2022
3511904;Clementina;R$ 200.097.975,;2022
3512001;Colina;R$ 2.117.227.263,;2022
3512100;Colômbia;R$ 473.152.796,;2022
3512209;Conchal;R$ 978.772.490,;2022
3512308;Conchas;R$ 471.792.848,;2022
3512407;Cordeirópolis;R$ 4.216.369.402,;2022
3512506;Coroados;R$ 257.147.869,;2022
3512605;Coronel Macedo;R$ 143.742.070,;2022
3512704;Corumbataí;R$ 340.219.852,;2022
3512803;Cosmópolis;R$ 2.059.490.038,;2022
3512902;Cosmorama;R$ 622.395.587,;2022
3513009;Cotia;R$ 17.274.219.489,;2022
3513108;Cravinhos;R$ 2.054.668.143,;2022
3513207;Cristais Paulista;R$ 431.297.720,;2022
3513306;Cruzália;R$ 217.897.838,;2022
3513405;Cruzeiro;R$ 3.815.247.008,;2022
3513504;Cubatão;R$ 28.715.658.220,;2022
3513603;Cunha;R$ 355.775.518,;2022
3513702;Descalvado;R$ 2.328.295.883,;2022
3513801;Diadema;R$ 20.056.680.188,;2022
3513850;Dirce Reis;R$ 81.422.388,;2022
3513900;Divinolândia;R$ 418.610.443,;2022
3514007;Dobrada;R$ 160.515.772,;2022
3514106;Dois Córregos;R$ 1.007.949.164,;2022
3514205;Dolcinópolis;R$ 63.005.030,;2022
3514304;Dourado;R$ 856.062.879,;2022
3514403;Dracena;R$ 1.626.665.619,;2022
3514502;Duartina;R$ 324.954.219,;2022
3514601;Dumont;R$ 421.940.305,;2022
3514700;Echaporã;R$ 166.591.695,;2022
3514809;Eldorado;R$ 309.186.428,;2022
3514908;Elias Fausto;R$ 1.510.915.948,;2022
3514924;Elisiário;R$ 84.550.107,;2022
3514957;Embaúba;R$ 66.131.557,;2022
3515004;Embu das Artes;R$ 16.591.731.265,;2022
3515103;Embu-Guaçu;R$ 1.548.217.577,;2022
3515129;Emilianópolis;R$ 78.917.541,;2022
3515152;Engenheiro Coelho;R$ 754.021.548,;2022
3515186;Espírito Santo do Pinhal;R$ 2.399.383.433,;2022
3515194;Espírito Santo do Turvo;R$ 96.443.326,;2022
3557303;Estiva Gerbi;R$ 444.697.274,;2022
3515301;Estrela do Norte;R$ 56.385.027,;2022
3515202;Estrela d'Oeste;R$ 1.211.779.790,;2022
3515350;Euclides da Cunha Paulista;R$ 134.967.008,;2022
3515400;Fartura;R$ 482.673.126,;2022
3515608;Fernando Prestes;R$ 221.148.882,;2022
3515509;Fernandópolis;R$ 2.760.929.076,;2022
3515657;Fernão;R$ 79.802.950,;2022
3515707;Ferraz de Vasconcelos;R$ 5.179.708.032,;2022
3515806;Flora Rica;R$ 47.500.084,;2022
3515905;Floreal;R$ 82.992.652,;2022
3516002;Flórida Paulista;R$ 289.806.679,;2022
3516101;Florínea;R$ 196.358.023,;2022
3516200;Franca;R$ 13.076.032.508,;2022
3516309;Francisco Morato;R$ 2.039.346.030,;2022
3516408;Franco da Rocha;R$ 5.087.143.092,;2022
3516507;Gabriel Monteiro;R$ 109.552.287,;2022
3516606;Gália;R$ 167.524.334,;2022
3516705;Garça;R$ 1.657.852.918,;2022
3516804;Gastão Vidigal;R$ 83.274.604,;2022
3516853;Gavião Peixoto;R$ 1.258.362.596,;2022
3516903;General Salgado;R$ 298.226.187,;2022
3517000;Getulina;R$ 220.875.942,;2022
3517109;Glicério;R$ 138.649.413,;2022
3517208;Guaiçara;R$ 259.999.736,;2022
3517307;Guaimbê;R$ 462.425.705,;2022
3517406;Guaíra;R$ 2.984.915.035,;2022
3517505;Guapiaçu;R$ 942.652.244,;2022
3517604;Guapiara;R$ 523.933.915,;2022
3517703;Guará;R$ 749.059.960,;2022
3517802;Guaraçaí;R$ 280.624.568,;2022
3517901;Guaraci;R$ 449.531.446,;2022
3518008;Guarani d'Oeste;R$ 38.174.899,;2022
3518107;Guarantã;R$ 212.070.912,;2022
3518206;Guararapes;R$ 1.475.719.643,;2022
3518305;Guararema;R$ 1.650.452.409,;2022
3518404;Guaratinguetá;R$ 8.343.080.551,;2022
3518503;Guareí;R$ 331.671.389,;2022
3518602;Guariba;R$ 1.312.651.537,;2022
3518701;Guarujá;R$ 11.474.578.482,;2022
3518800;Guarulhos;R$ 86.373.709.547,;2022
3518859;Guatapará;R$ 227.821.973,;2022
3518909;Guzolândia;R$ 97.181.258,;2022
3519006;Herculândia;R$ 420.580.355,;2022
3519055;Holambra;R$ 1.518.913.052,;2022
3519071;Hortolândia;R$ 21.420.797.259,;2022
3519105;Iacanga;R$ 843.177.424,;2022
3519204;Iacri;R$ 288.024.604,;2022
3519253;Iaras;R$ 185.127.609,;2022
3519303;Ibaté;R$ 1.231.162.979,;2022
3519402;Ibirá;R$ 342.388.770,;2022
3519501;Ibirarema;R$ 281.211.365,;2022
3519600;Ibitinga;R$ 1.961.941.372,;2022
3519709;Ibiúna;R$ 2.676.376.830,;2022
3519808;Icém;R$ 236.126.176,;2022
3519907;Iepê;R$ 476.847.140,;2022
3520004;Igaraçu do Tietê;R$ 416.079.055,;2022
3520103;Igarapava;R$ 1.592.921.307,;2022
3520202;Igaratá;R$ 310.646.883,;2022
3520301;Iguape;R$ 2.376.543.246,;2022
3520426;Ilha Comprida;R$ 2.303.081.816,;2022
3520442;Ilha Solteira;R$ 768.553.363,;2022
3520400;Ilhabela;R$ 24.913.501.360,;2022
3520509;Indaiatuba;R$ 26.940.477.520,;2022
3520608;Indiana;R$ 90.274.984,;2022
3520707;Indiaporã;R$ 121.298.114,;2022
3520806;Inúbia Paulista;R$ 160.509.048,;2022
3520905;Ipaussu;R$ 583.771.297,;2022
3521002;Iperó;R$ 1.140.856.469,;2022
3521101;Ipeúna;R$ 985.603.808,;2022
3521150;Ipiguá;R$ 146.481.475,;2022
3521200;Iporanga;R$ 65.472.660,;2022
3521309;Ipuã;R$ 506.912.258,;2022
3521408;Iracemápolis;R$ 2.118.043.530,;2022
3521507;Irapuã;R$ 199.585.580,;2022
3521606;Irapuru;R$ 116.246.809,;2022
3521705;Itaberá;R$ 1.204.811.289,;2022
3521804;Itaí;R$ 997.076.880,;2022
3521903;Itajobi;R$ 1.040.974.853,;2022
3522000;Itaju;R$ 338.466.402,;2022
3522109;Itanhaém;R$ 2.611.455.450,;2022
3522158;Itaoca;R$ 56.550.772,;2022
3522208;Itapecerica da Serra;R$ 5.275.802.258,;2022
3522307;Itapetininga;R$ 7.249.598.877,;2022
3522406;Itapeva;R$ 4.196.751.159,;2022
3522505;Itapevi;R$ 15.017.261.084,;2022
3522604;Itapira;R$ 5.497.230.367,;2022
3522653;Itapirapuã Paulista;R$ 63.289.874,;2022
3522703;Itápolis;R$ 1.973.005.845,;2022
3522802;Itaporanga;R$ 367.400.991,;2022
3522901;Itapuí;R$ 1.235.795.278,;2022
3523008;Itapura;R$ 136.395.113,;2022
3523107;Itaquaquecetuba;R$ 10.755.651.305,;2022
3523206;Itararé;R$ 1.304.342.580,;2022
3523305;Itariri;R$ 327.125.649,;2022
3523404;Itatiba;R$ 9.032.760.722,;2022
3523503;Itatinga;R$ 432.049.968,;2022
3523602;Itirapina;R$ 1.735.171.426,;2022
3523701;Itirapuã;R$ 188.762.799,;2022
3523800;Itobi;R$ 250.848.438,;2022
3523909;Itu;R$ 11.782.988.623,;2022
3524006;Itupeva;R$ 9.479.462.351,;2022
3524105;Ituverava;R$ 2.208.547.310,;2022
3524204;Jaborandi;R$ 174.902.421,;2022
3524303;Jaboticabal;R$ 3.877.101.780,;2022
3524402;Jacareí;R$ 17.761.834.780,;2022
3524501;Jaci;R$ 713.599.470,;2022
3524600;Jacupiranga;R$ 579.594.588,;2022
3524709;Jaguariúna;R$ 13.930.315.232,;2022
3524808;Jales;R$ 2.384.962.213,;2022
3524907;Jambeiro;R$ 369.698.302,;2022
3525003;Jandira;R$ 5.752.532.953,;2022
3525102;Jardinópolis;R$ 1.933.190.184,;2022
3525201;Jarinu;R$ 3.245.903.103,;2022
3525300;Jaú;R$ 6.248.399.582,;2022
3525409;Jeriquara;R$ 153.123.769,;2022
3525508;Joanópolis;R$ 285.354.380,;2022
3525607;João Ramalho;R$ 119.071.339,;2022
3525706;José Bonifácio;R$ 1.642.066.802,;2022
3525805;Júlio Mesquita;R$ 67.851.478,;2022
3525854;Jumirim;R$ 237.904.897,;2022
3525904;Jundiaí;R$ 63.835.906.830,;2022
3526001;Junqueirópolis;R$ 878.755.577,;2022
3526100;Juquiá;R$ 379.655.194,;2022
3526209;Juquitiba;R$ 623.225.787,;2022
3526308;Lagoinha;R$ 83.001.502,;2022
3526407;Laranjal Paulista;R$ 1.522.677.901,;2022
3526506;Lavínia;R$ 180.410.777,;2022
3526605;Lavrinhas;R$ 154.189.566,;2022
3526704;Leme;R$ 5.139.315.315,;2022
3526803;Lençóis Paulista;R$ 5.881.417.984,;2022
3526902;Limeira;R$ 19.078.470.332,;2022
3527009;Lindóia;R$ 321.979.886,;2022
3527108;Lins;R$ 8.848.508.844,;2022
3527207;Lorena;R$ 4.172.744.052,;2022
3527256;Lourdes;R$ 43.632.559,;2022
3527306;Louveira;R$ 19.241.992.433,;2022
3527405;Lucélia;R$ 541.971.346,;2022
3527504;Lucianópolis;R$ 73.640.153,;2022
3527603;Luís Antônio;R$ 1.813.179.403,;2022
3527702;Luiziânia;R$ 95.716.627,;2022
3527801;Lupércio;R$ 96.789.147,;2022
3527900;Lutécia;R$ 100.630.589,;2022
3528007;Macatuba;R$ 636.544.053,;2022
3528106;Macaubal;R$ 215.139.565,;2022
3528205;Macedônia;R$ 93.684.277,;2022
3528304;Magda;R$ 121.126.535,;2022
3528403;Mairinque;R$ 2.613.752.712,;2022
3528502;Mairiporã;R$ 2.484.184.151,;2022
3528601;Manduri;R$ 310.583.804,;2022
3528700;Marabá Paulista;R$ 139.886.538,;2022
3528809;Maracaí;R$ 953.215.328,;2022
3528858;Marapoama;R$ 124.020.437,;2022
3528908;Mariápolis;R$ 69.905.743,;2022
3529005;Marília;R$ 11.020.231.383,;2022
3529104;Marinópolis;R$ 42.489.826,;2022
3529203;Martinópolis;R$ 766.182.395,;2022
3529302;Matão;R$ 6.187.823.911,;2022
3529401;Mauá;R$ 24.111.460.530,;2022
3529500;Mendonça;R$ 474.541.432,;2022
3529609;Meridiano;R$ 399.566.164,;2022
3529658;Mesópolis;R$ 78.851.943,;2022
3529708;Miguelópolis;R$ 1.079.728.834,;2022
3529807;Mineiros do Tietê;R$ 255.740.214,;2022
3530003;Mira Estrela;R$ 67.283.145,;2022
3529906;Miracatu;R$ 471.305.511,;2022
3530102;Mirandópolis;R$ 788.259.463,;2022
3530201;Mirante do Paranapanema;R$ 585.090.332,;2022
3530300;Mirassol;R$ 3.039.964.543,;2022
3530409;Mirassolândia;R$ 209.298.604,;2022
3530508;Mococa;R$ 3.478.085.054,;2022
3530607;Mogi das Cruzes;R$ 22.702.759.066,;2022
3530706;Mogi Guaçu;R$ 8.182.932.159,;2022
3530805;Mogi Mirim;R$ 7.317.579.339,;2022
3530904;Mombuca;R$ 147.771.732,;2022
3531001;Monções;R$ 63.512.781,;2022
3531100;Mongaguá;R$ 1.396.443.614,;2022
3531209;Monte Alegre do Sul;R$ 284.876.225,;2022
3531308;Monte Alto;R$ 2.825.781.759,;2022
3531407;Monte Aprazível;R$ 880.683.706,;2022
3531506;Monte Azul Paulista;R$ 806.993.239,;2022
3531605;Monte Castelo;R$ 130.920.370,;2022
3531803;Monte Mor;R$ 4.751.055.794,;2022
3531704;Monteiro Lobato;R$ 90.419.663,;2022
3531902;Morro Agudo;R$ 1.459.845.059,;2022
3532009;Morungaba;R$ 708.975.921,;2022
3532058;Motuca;R$ 132.075.421,;2022
3532108;Murutinga do Sul;R$ 83.672.316,;2022
3532157;Nantes;R$ 156.852.432,;2022
3532207;Narandiba;R$ 741.378.623,;2022
3532306;Natividade da Serra;R$ 120.667.872,;2022
3532405;Nazaré Paulista;R$ 505.080.919,;2022
3532504;Neves Paulista;R$ 312.975.198,;2022
3532603;Nhandeara;R$ 437.104.509,;2022
3532702;Nipoã;R$ 103.610.376,;2022
3532801;Nova Aliança;R$ 385.749.554,;2022
3532827;Nova Campina;R$ 229.915.533,;2022
3532843;Nova Canaã Paulista;R$ 46.089.509,;2022
3532868;Nova Castilho;R$ 63.339.779,;2022
3532900;Nova Europa;R$ 430.589.789,;2022
3533007;Nova Granada;R$ 593.529.631,;2022
3533106;Nova Guataporanga;R$ 38.624.443,;2022
3533205;Nova Independência;R$ 207.948.953,;2022
3533304;Nova Luzitânia;R$ 59.751.947,;2022
3533403;Nova Odessa;R$ 4.620.501.035,;2022
3533254;Novais;R$ 81.999.048,;2022
3533502;Novo Horizonte;R$ 1.821.681.962,;2022
3533601;Nuporanga;R$ 1.003.708.836,;2022
3533700;Ocauçu;R$ 128.930.226,;2022
3533809;Óleo;R$ 121.966.034,;2022
3533908;Olímpia;R$ 3.126.540.557,;2022
3534005;Onda Verde;R$ 247.119.316,;2022
3534104;Oriente;R$ 148.156.988,;2022
3534203;Orindiúva;R$ 697.765.661,;2022
3534302;Orlândia;R$ 2.864.547.039,;2022
3534401;Osasco;R$ 112.145.798.194,;2022
3534500;Oscar Bressane;R$ 104.638.356,;2022
3534609;Osvaldo Cruz;R$ 1.231.458.434,;2022
3534708;Ourinhos;R$ 4.463.317.190,;2022
3534807;Ouro Verde;R$ 143.472.239,;2022
3534757;Ouroeste;R$ 608.635.932,;2022
3534906;Pacaembu;R$ 244.521.625,;2022
3535002;Palestina;R$ 466.894.631,;2022
3535101;Palmares Paulista;R$ 158.111.198,;2022
3535200;Palmeira d'Oeste;R$ 231.467.952,;2022
3535309;Palmital;R$ 1.256.951.719,;2022
3535408;Panorama;R$ 343.055.196,;2022
3535507;Paraguaçu Paulista;R$ 2.653.821.106,;2022
3535606;Paraibuna;R$ 364.785.802,;2022
3535705;Paraíso;R$ 341.514.012,;2022
3535804;Paranapanema;R$ 1.134.949.704,;2022
3535903;Paranapuã;R$ 135.993.490,;2022
3536000;Parapuã;R$ 881.743.237,;2022
3536109;Pardinho;R$ 440.221.167,;2022
3536208;Pariquera-Açu;R$ 661.857.042,;2022
3536257;Parisi;R$ 56.106.775,;2022
3536307;Patrocínio Paulista;R$ 1.599.786.053,;2022
3536406;Paulicéia;R$ 254.093.733,;2022
3536505;Paulínia;R$ 70.496.583.770,;2022
3536570;Paulistânia;R$ 52.259.400,;2022
3536604;Paulo de Faria;R$ 306.078.825,;2022
3536703;Pederneiras;R$ 3.986.159.062,;2022
3536802;Pedra Bela;R$ 124.824.062,;2022
3536901;Pedranópolis;R$ 84.613.995,;2022
3537008;Pedregulho;R$ 995.360.391,;2022
3537107;Pedreira;R$ 1.636.576.667,;2022
3537156;Pedrinhas Paulista;R$ 203.321.074,;2022
3537206;Pedro de Toledo;R$ 169.835.095,;2022
3537305;Penápolis;R$ 2.259.079.347,;2022
3537404;Pereira Barreto;R$ 1.296.050.480,;2022
3537503;Pereiras;R$ 334.838.053,;2022
3537602;Peruíbe;R$ 2.471.440.333,;2022
3537701;Piacatu;R$ 116.895.578,;2022
