Cod_mun;municipios;PIB;Ano
3531308;Monte Alto;R$ 1.004.633.655,;2010
3531407;Monte Aprazível;R$ 409.116.705,;2010
3531506;Monte Azul Paulista;R$ 266.527.494,;2010
3531605;Monte Castelo;R$ 59.664.929,;2010
3531704;Monteiro Lobato;R$ 40.125.023,;2010
3531803;Monte Mor;R$ 1.924.685.343,;2010
3531902;Morro Agudo;R$ 741.486.477,;2010
3532009;Morungaba;R$ 328.940.627,;2010
3532058;Motuca;R$ 70.839.314,;2010
3532108;Murutinga do Sul;R$ 43.859.902,;2010
3532157;Nantes;R$ 55.946.626,;2010
3532207;Narandiba;R$ 127.842.841,;2010
3532306;Natividade da Serra;R$ 46.471.125,;2010
3532405;Nazaré Paulista;R$ 211.669.104,;2010
3532504;Neves Paulista;R$ 140.229.451,;2010
3532603;Nhandeara;R$ 185.308.689,;2010
3532702;Nipoã;R$ 65.807.880,;2010
3532801;Nova Aliança;R$ 67.731.137,;2010
3532827;Nova Campina;R$ 193.882.292,;2010
3532843;Nova Canaã Paulista;R$ 22.721.274,;2010
3532868;Nova Castilho;R$ 27.840.761,;2010
3532900;Nova Europa;R$ 185.758.229,;2010
3533007;Nova Granada;R$ 209.745.792,;2010
3533106;Nova Guataporanga;R$ 16.633.959,;2010
3533205;Nova Independência;R$ 58.374.783,;2010
3533254;Novais;R$ 41.072.367,;2010
3533304;Nova Luzitânia;R$ 27.900.223,;2010
3533403;Nova Odessa;R$ 1.598.463.423,;2010
3533502;Novo Horizonte;R$ 577.510.170,;2010
3533601;Nuporanga;R$ 291.746.180,;2010
3533700;Ocauçu;R$ 51.944.566,;2010
3533809;Óleo;R$ 30.900.284,;2010
3533908;Olímpia;R$ 1.185.866.073,;2010
3534005;Onda Verde;R$ 129.015.127,;2010
3534104;Oriente;R$ 57.598.338,;2010
3534203;Orindiúva;R$ 249.228.669,;2010
3534302;Orlândia;R$ 1.046.216.631,;2010
3534401;Osasco;R$ 43.499.785.233,;2010
3534500;Oscar Bressane;R$ 32.717.388,;2010
3534609;Osvaldo Cruz;R$ 597.484.558,;2010
3534708;Ourinhos;R$ 1.791.042.551,;2010
3534757;Ouroeste;R$ 175.724.060,;2010
3534807;Ouro Verde;R$ 76.288.536,;2010
3534906;Pacaembu;R$ 115.577.248,;2010
3535002;Palestina;R$ 220.099.739,;2010
3535101;Palmares Paulista;R$ 76.973.804,;2010
3535200;Palmeira d'Oeste;R$ 104.224.703,;2010
3535309;Palmital;R$ 379.611.183,;2010
3535408;Panorama;R$ 165.906.428,;2010
3535507;Paraguaçu Paulista;R$ 707.335.521,;2010
3535606;Paraibuna;R$ 212.802.317,;2010
3535705;Paraíso;R$ 140.999.130,;2010
3535804;Paranapanema;R$ 271.929.753,;2010
3535903;Paranapuã;R$ 46.127.619,;2010
3536000;Parapuã;R$ 183.017.693,;2010
3536109;Pardinho;R$ 146.477.495,;2010
3536208;Pariquera-Açu;R$ 283.148.134,;2010
3536257;Parisi;R$ 21.382.461,;2010
3536307;Patrocínio Paulista;R$ 367.399.013,;2010
3536406;Paulicéia;R$ 143.885.237,;2010
3536505;Paulínia;R$ 14.141.349.269,;2010
3536570;Paulistânia;R$ 18.550.637,;2010
3536604;Paulo de Faria;R$ 154.802.281,;2010
3536703;Pederneiras;R$ 1.313.295.005,;2010
3536802;Pedra Bela;R$ 42.053.900,;2010
3536901;Pedranópolis;R$ 32.494.063,;2010
3537008;Pedregulho;R$ 660.162.145,;2010
3537107;Pedreira;R$ 756.060.877,;2010
3537156;Pedrinhas Paulista;R$ 52.317.692,;2010
3537206;Pedro de Toledo;R$ 92.048.491,;2010
3537305;Penápolis;R$ 873.794.332,;2010
3537404;Pereira Barreto;R$ 377.620.191,;2010
3537503;Pereiras;R$ 103.648.209,;2010
3537602;Peruíbe;R$ 649.577.293,;2010
3537701;Piacatu;R$ 63.576.614,;2010
3537800;Piedade;R$ 606.801.053,;2010
3537909;Pilar do Sul;R$ 236.405.569,;2010
3538006;Pindamonhangaba;R$ 3.855.906.318,;2010
3538105;Pindorama;R$ 195.578.270,;2010
3538204;Pinhalzinho;R$ 134.519.990,;2010
3538303;Piquerobi;R$ 39.778.059,;2010
3538501;Piquete;R$ 90.841.392,;2010
3538600;Piracaia;R$ 256.488.272,;2010
3538709;Piracicaba;R$ 12.501.662.477,;2010
3538808;Piraju;R$ 356.422.725,;2010
3538907;Pirajuí;R$ 214.410.827,;2010
3539004;Pirangi;R$ 136.153.408,;2010
3539103;Pirapora do Bom Jesus;R$ 359.140.738,;2010
3539202;Pirapozinho;R$ 440.091.526,;2010
3539301;Pirassununga;R$ 1.528.609.042,;2010
3539400;Piratininga;R$ 103.066.529,;2010
3539509;Pitangueiras;R$ 672.896.931,;2010
3539608;Planalto;R$ 151.712.718,;2010
3539707;Platina;R$ 47.769.080,;2010
3539806;Poá;R$ 3.922.731.580,;2010
3539905;Poloni;R$ 85.372.546,;2010
3540002;Pompéia;R$ 706.689.331,;2010
3540101;Pongaí;R$ 43.335.099,;2010
3540200;Pontal;R$ 663.942.085,;2010
3540259;Pontalinda;R$ 39.344.731,;2010
3540309;Pontes Gestal;R$ 106.935.146,;2010
3540408;Populina;R$ 62.577.605,;2010
3540507;Porangaba;R$ 84.748.774,;2010
3540606;Porto Feliz;R$ 862.626.922,;2010
3540705;Porto Ferreira;R$ 1.168.791.960,;2010
3540754;Potim;R$ 104.174.069,;2010
3540804;Potirendaba;R$ 309.166.561,;2010
3540853;Pracinha;R$ 15.734.771,;2010
3540903;Pradópolis;R$ 250.901.341,;2010
3541000;Praia Grande;R$ 3.276.662.518,;2010
3541059;Pratânia;R$ 76.784.779,;2010
3541109;Presidente Alves;R$ 38.091.560,;2010
3541208;Presidente Bernardes;R$ 137.329.690,;2010
3541307;Presidente Epitácio;R$ 637.465.720,;2010
3541406;Presidente Prudente;R$ 4.563.335.127,;2010
3541505;Presidente Venceslau;R$ 432.068.355,;2010
3541604;Promissão;R$ 1.411.351.710,;2010
3541653;Quadra;R$ 72.575.909,;2010
3541703;Quatá;R$ 272.723.172,;2010
3541802;Queiroz;R$ 193.421.015,;2010
3541901;Queluz;R$ 109.056.547,;2010
3542008;Quintana;R$ 71.568.426,;2010
3542107;Rafard;R$ 186.779.155,;2010
3542206;Rancharia;R$ 562.996.563,;2010
3542305;Redenção da Serra;R$ 32.048.595,;2010
3542404;Regente Feijó;R$ 386.949.041,;2010
3542503;Reginópolis;R$ 59.232.441,;2010
3542602;Registro;R$ 899.414.509,;2010
3542701;Restinga;R$ 113.178.568,;2010
3542800;Ribeira;R$ 22.493.244,;2010
3542909;Ribeirão Bonito;R$ 151.304.909,;2010
3543006;Ribeirão Branco;R$ 156.171.100,;2010
3543105;Ribeirão Corrente;R$ 64.578.663,;2010
3543204;Ribeirão do Sul;R$ 60.335.814,;2010
3543238;Ribeirão dos Índios;R$ 21.532.985,;2010
3543253;Ribeirão Grande;R$ 206.716.247,;2010
3543303;Ribeirão Pires;R$ 1.803.800.365,;2010
3543402;Ribeirão Preto;R$ 18.280.844.435,;2010
3543501;Riversul;R$ 32.333.851,;2010
3543600;Rifaina;R$ 41.410.179,;2010
3543709;Rincão;R$ 124.568.281,;2010
3543808;Rinópolis;R$ 101.762.095,;2010
3543907;Rio Claro;R$ 5.639.383.578,;2010
3544004;Rio das Pedras;R$ 764.122.936,;2010
3544103;Rio Grande da Serra;R$ 384.515.326,;2010
3544202;Riolândia;R$ 108.355.544,;2010
3544251;Rosana;R$ 876.860.915,;2010
3544301;Roseira;R$ 171.146.537,;2010
3544400;Rubiácea;R$ 59.583.771,;2010
3544509;Rubinéia;R$ 30.424.680,;2010
3544608;Sabino;R$ 79.084.770,;2010
3544707;Sagres;R$ 23.066.130,;2010
3544806;Sales;R$ 58.097.728,;2010
3544905;Sales Oliveira;R$ 192.885.116,;2010
3545001;Salesópolis;R$ 127.546.231,;2010
3545100;Salmourão;R$ 52.694.189,;2010
3545159;Saltinho;R$ 116.049.768,;2010
3545209;Salto;R$ 3.296.868.127,;2010
3545308;Salto de Pirapora;R$ 914.589.294,;2010
3545407;Salto Grande;R$ 127.306.617,;2010
3545506;Sandovalina;R$ 238.725.820,;2010
3545605;Santa Adélia;R$ 207.180.164,;2010
3545704;Santa Albertina;R$ 98.741.037,;2010
3545803;Santa Bárbara d'Oeste;R$ 3.475.486.710,;2010
3546009;Santa Branca;R$ 211.247.363,;2010
3546108;Santa Clara d'Oeste;R$ 31.361.811,;2010
3546207;Santa Cruz da Conceição;R$ 94.591.333,;2010
3546256;Santa Cruz da Esperança;R$ 26.512.791,;2010
3546306;Santa Cruz das Palmeiras;R$ 292.009.687,;2010
3546405;Santa Cruz do Rio Pardo;R$ 956.980.658,;2010
3546504;Santa Ernestina;R$ 53.194.933,;2010
3546603;Santa Fé do Sul;R$ 541.138.459,;2010
3546702;Santa Gertrudes;R$ 901.671.659,;2010
3546801;Santa Isabel;R$ 949.379.501,;2010
3546900;Santa Lúcia;R$ 78.072.217,;2010
3547007;Santa Maria da Serra;R$ 89.677.856,;2010
3547106;Santa Mercedes;R$ 41.267.437,;2010
3547205;Santana da Ponte Pensa;R$ 19.704.942,;2010
3547304;Santana de Parnaíba;R$ 4.603.218.730,;2010
3547403;Santa Rita d'Oeste;R$ 29.392.726,;2010
3547502;Santa Rita do Passa Quatro;R$ 457.220.854,;2010
3547601;Santa Rosa de Viterbo;R$ 563.818.158,;2010
3547650;Santa Salete;R$ 17.303.181,;2010
3547700;Santo Anastácio;R$ 227.003.705,;2010
3547809;Santo André;R$ 19.164.510.294,;2010
3547908;Santo Antônio da Alegria;R$ 113.454.576,;2010
3548005;Santo Antônio de Posse;R$ 423.857.904,;2010
3548054;Santo Antônio do Aracanguá;R$ 206.256.881,;2010
3548104;Santo Antônio do Jardim;R$ 78.196.001,;2010
3548203;Santo Antônio do Pinhal;R$ 53.740.605,;2010
3548302;Santo Expedito;R$ 21.142.087,;2010
3548401;Santópolis do Aguapeí;R$ 42.669.247,;2010
3548500;Santos;R$ 13.546.942.866,;2010
3548609;São Bento do Sapucaí;R$ 108.411.785,;2010
3548708;São Bernardo do Campo;R$ 42.557.431.743,;2010
3548807;São Caetano do Sul;R$ 12.205.133.812,;2010
3548906;São Carlos;R$ 6.805.566.308,;2010
3549003;São Francisco;R$ 24.270.014,;2010
3549102;São João da Boa Vista;R$ 1.755.940.839,;2010
3549201;São João das Duas Pontes;R$ 24.170.689,;2010
3549250;São João de Iracema;R$ 29.780.446,;2010
3549300;São João do Pau d'Alho;R$ 25.635.895,;2010
3549409;São Joaquim da Barra;R$ 945.887.321,;2010
3549508;São José da Bela Vista;R$ 95.963.942,;2010
3549607;São José do Barreiro;R$ 28.250.395,;2010
3549706;São José do Rio Pardo;R$ 1.185.115.291,;2010
3549805;São José do Rio Preto;R$ 9.770.859.690,;2010
3549904;São José dos Campos;R$ 25.848.130.441,;2010
3549953;São Lourenço da Serra;R$ 213.289.055,;2010
3550001;São Luiz do Paraitinga;R$ 86.448.116,;2010
3550100;São Manuel;R$ 724.879.086,;2010
3550209;São Miguel Arcanjo;R$ 332.034.101,;2010
3550308;São Paulo;R$ 450.491.987.985,;2010
3550407;São Pedro;R$ 407.763.289,;2010
3550506;São Pedro do Turvo;R$ 91.979.226,;2010
3550605;São Roque;R$ 1.457.400.713,;2010
3550704;São Sebastião;R$ 3.820.147.713,;2010
3550803;São Sebastião da Grama;R$ 140.819.950,;2010
3550902;São Simão;R$ 253.661.670,;2010
3551009;São Vicente;R$ 3.360.635.376,;2010
3551108;Sarapuí;R$ 93.508.624,;2010
3551207;Sarutaiá;R$ 25.395.869,;2010
3551306;Sebastianópolis do Sul;R$ 235.556.202,;2010
3551405;Serra Azul;R$ 83.111.509,;2010
3551504;Serrana;R$ 420.611.208,;2010
3551603;Serra Negra;R$ 380.643.790,;2010
3551702;Sertãozinho;R$ 3.742.697.271,;2010
3551801;Sete Barras;R$ 247.450.424,;2010
3551900;Severínia;R$ 221.796.249,;2010
3552007;Silveiras;R$ 37.239.464,;2010
3552106;Socorro;R$ 436.407.076,;2010
3552205;Sorocaba;R$ 19.721.440.758,;2010
3552304;Sud Mennucci;R$ 122.710.097,;2010
3552403;Sumaré;R$ 9.488.101.508,;2010
3552502;Suzano;R$ 6.555.271.315,;2010
3552551;Suzanápolis;R$ 115.735.783,;2010
3552601;Tabapuã;R$ 170.886.654,;2010
3552700;Tabatinga;R$ 139.989.588,;2010
3552809;Taboão da Serra;R$ 5.473.360.064,;2010
3552908;Taciba;R$ 60.463.087,;2010
3553005;Taguaí;R$ 115.509.948,;2010
3553104;Taiaçu;R$ 54.267.258,;2010
3553203;Taiúva;R$ 64.345.759,;2010
3553302;Tambaú;R$ 393.244.986,;2010
3553401;Tanabi;R$ 398.164.937,;2010
3553500;Tapiraí;R$ 73.820.379,;2010
3553609;Tapiratiba;R$ 168.066.658,;2010
3553658;Taquaral;R$ 24.096.732,;2010
3553708;Taquaritinga;R$ 769.803.594,;2010
3553807;Taquarituba;R$ 253.559.021,;2010
3553856;Taquarivaí;R$ 61.988.213,;2010
3553906;Tarabai;R$ 60.383.605,;2010
3553955;Tarumã;R$ 535.980.029,;2010
3554003;Tatuí;R$ 2.315.179.970,;2010
3554102;Taubaté;R$ 12.449.701.430,;2010
3554201;Tejupá;R$ 32.943.624,;2010
3554300;Teodoro Sampaio;R$ 295.562.584,;2010
3554409;Terra Roxa;R$ 94.326.118,;2010
3554508;Tietê;R$ 1.283.860.675,;2010
3554607;Timburi;R$ 23.067.992,;2010
3554656;Torre de Pedra;R$ 13.985.324,;2010
3554706;Torrinha;R$ 119.327.326,;2010
3554755;Trabiju;R$ 25.408.660,;2010
3554805;Tremembé;R$ 409.012.130,;2010
3554904;Três Fronteiras;R$ 65.990.787,;2010
3554953;Tuiuti;R$ 116.129.400,;2010
3555000;Tupã;R$ 1.005.874.952,;2010
3555109;Tupi Paulista;R$ 173.505.833,;2010
3555208;Turiúba;R$ 35.404.575,;2010
3555307;Turmalina;R$ 29.706.283,;2010
3555356;Ubarana;R$ 261.151.879,;2010
3555406;Ubatuba;R$ 896.600.338,;2010
3555505;Ubirajara;R$ 40.283.721,;2010
3555604;Uchoa;R$ 191.800.822,;2010
3555703;União Paulista;R$ 30.802.235,;2010
3555802;Urânia;R$ 120.647.087,;2010
3555901;Uru;R$ 20.749.467,;2010
3556008;Urupês;R$ 164.050.239,;2010
3556107;Valentim Gentil;R$ 207.895.872,;2010
3556206;Valinhos;R$ 3.937.795.516,;2010
3556305;Valparaíso;R$ 495.120.318,;2010
3556354;Vargem;R$ 57.083.777,;2010
3556404;Vargem Grande do Sul;R$ 445.974.709,;2010
3556453;Vargem Grande Paulista;R$ 910.939.997,;2010
3556503;Várzea Paulista;R$ 1.837.457.398,;2010
3556602;Vera Cruz;R$ 86.461.482,;2010
3556701;Vinhedo;R$ 4.623.767.902,;2010
3556800;Viradouro;R$ 178.894.681,;2010
3556909;Vista Alegre do Alto;R$ 200.081.454,;2010
3556958;Vitória Brasil;R$ 16.088.716,;2010
3557006;Votorantim;R$ 2.042.691.166,;2010
3557105;Votuporanga;R$ 1.520.497.145,;2010
3557154;Zacarias;R$ 57.801.969,;2010
3557204;Chavantes;R$ 121.578.322,;2010
3557303;Estiva Gerbi;R$ 187.414.999,;2010
3500105;Adamantina;R$ 683.689.223,;2011
3500204;Adolfo;R$ 68.413.951,;2011
3500303;Aguaí;R$ 573.701.851,;2011
3500402;Águas da Prata;R$ 89.260.069,;2011
3500501;Águas de Lindóia;R$ 267.588.596,;2011
3500550;Águas de Santa Bárbara;R$ 139.132.346,;2011
3500600;Águas de São Pedro;R$ 71.429.274,;2011
3500709;Agudos;R$ 1.742.627.417,;2011
3500758;Alambari;R$ 61.384.825,;2011
3500808;Alfredo Marcondes;R$ 38.980.278,;2011
3500907;Altair;R$ 86.738.777,;2011
3501004;Altinópolis;R$ 263.715.751,;2011
3501103;Alto Alegre;R$ 67.011.734,;2011
3501152;Alumínio;R$ 1.720.269.412,;2011
3501202;Álvares Florence;R$ 95.905.538,;2011
3501301;Álvares Machado;R$ 272.412.713,;2011
3501400;Álvaro de Carvalho;R$ 40.785.787,;2011
3501509;Alvinlândia;R$ 29.647.842,;2011
3501608;Americana;R$ 8.616.510.405,;2011
3501707;Américo Brasiliense;R$ 502.124.165,;2011
3501806;Américo de Campos;R$ 62.468.903,;2011
3501905;Amparo;R$ 2.860.090.614,;2011
3502002;Analândia;R$ 108.598.106,;2011
3502101;Andradina;R$ 1.731.488.404,;2011
3502200;Angatuba;R$ 684.045.485,;2011
3502309;Anhembi;R$ 89.129.767,;2011
3502408;Anhumas;R$ 36.844.674,;2011
3502507;Aparecida;R$ 591.020.979,;2011
3502606;Aparecida d'Oeste;R$ 60.221.166,;2011
3502705;Apiaí;R$ 462.392.955,;2011
3502754;Araçariguama;R$ 1.197.477.078,;2011
3502804;Araçatuba;R$ 4.610.651.447,;2011
3502903;Araçoiaba da Serra;R$ 371.409.502,;2011
3503000;Aramina;R$ 82.832.757,;2011
3503109;Arandu;R$ 71.285.529,;2011
3503158;Arapeí;R$ 20.751.849,;2011
3503208;Araraquara;R$ 6.116.560.089,;2011
3503307;Araras;R$ 3.671.007.901,;2011
3503356;Arco-Íris;R$ 31.436.310,;2011
3503406;Arealva;R$ 120.660.679,;2011
3503505;Areias;R$ 25.370.019,;2011
3503604;Areiópolis;R$ 81.176.361,;2011
3503703;Ariranha;R$ 489.098.906,;2011
3503802;Artur Nogueira;R$ 662.126.497,;2011
3503901;Arujá;R$ 2.158.894.588,;2011
3503950;Aspásia;R$ 19.497.671,;2011
3504008;Assis;R$ 1.902.294.279,;2011
3504107;Atibaia;R$ 4.285.475.741,;2011
3504206;Auriflama;R$ 199.750.691,;2011
3504305;Avaí;R$ 152.772.130,;2011
3504404;Avanhandava;R$ 154.237.485,;2011
3504503;Avaré;R$ 1.463.351.367,;2011
3504602;Bady Bassitt;R$ 236.448.079,;2011
3504701;Balbinos;R$ 22.771.390,;2011
3504800;Bálsamo;R$ 135.382.477,;2011
3504909;Bananal;R$ 123.266.803,;2011
3505005;Barão de Antonina;R$ 29.584.942,;2011
3505104;Barbosa;R$ 73.961.205,;2011
3505203;Bariri;R$ 777.631.982,;2011
3505302;Barra Bonita;R$ 1.097.783.824,;2011
3505351;Barra do Chapéu;R$ 35.708.061,;2011
3505401;Barra do Turvo;R$ 58.558.461,;2011
3505500;Barretos;R$ 2.742.810.463,;2011
3505609;Barrinha;R$ 282.505.950,;2011
3505708;Barueri;R$ 34.462.704.226,;2011
3505807;Bastos;R$ 469.480.467,;2011
3505906;Batatais;R$ 1.322.433.818,;2011
3506003;Bauru;R$ 9.108.011.379,;2011
3506102;Bebedouro;R$ 1.729.037.826,;2011
3506201;Bento de Abreu;R$ 109.893.640,;2011
3506300;Bernardino de Campos;R$ 127.923.117,;2011
3506359;Bertioga;R$ 1.591.052.517,;2011
3506409;Bilac;R$ 102.154.746,;2011
3506508;Birigui;R$ 2.092.191.970,;2011
3506607;Biritiba Mirim;R$ 367.856.199,;2011
3506706;Boa Esperança do Sul;R$ 205.721.513,;2011
3506805;Bocaina;R$ 290.782.360,;2011
3506904;Bofete;R$ 133.077.490,;2011
3507001;Boituva;R$ 1.839.659.062,;2011
3507100;Bom Jesus dos Perdões;R$ 308.686.267,;2011
3507159;Bom Sucesso de Itararé;R$ 42.012.229,;2011
3507209;Borá;R$ 44.294.872,;2011
3507308;Boracéia;R$ 185.077.898,;2011
3507407;Borborema;R$ 245.039.807,;2011
3507456;Borebi;R$ 52.944.859,;2011
3507506;Botucatu;R$ 3.328.759.116,;2011
3507605;Bragança Paulista;R$ 3.752.010.520,;2011
3507704;Braúna;R$ 55.718.077,;2011
3507753;Brejo Alegre;R$ 114.408.169,;2011
3507803;Brodowski;R$ 332.919.031,;2011
3507902;Brotas;R$ 475.780.808,;2011
3508009;Buri;R$ 226.044.680,;2011
3508108;Buritama;R$ 375.446.903,;2011
3508207;Buritizal;R$ 121.587.259,;2011
3508306;Cabrália Paulista;R$ 99.729.019,;2011
3508405;Cabreúva;R$ 1.908.403.417,;2011
3508504;Caçapava;R$ 3.168.298.196,;2011
3508603;Cachoeira Paulista;R$ 343.814.560,;2011
3508702;Caconde;R$ 185.892.522,;2011
3508801;Cafelândia;R$ 282.929.625,;2011
3508900;Caiabu;R$ 45.661.009,;2011
3509007;Caieiras;R$ 2.042.344.441,;2011
3509106;Caiuá;R$ 58.575.784,;2011
3509205;Cajamar;R$ 6.201.955.204,;2011
3509254;Cajati;R$ 912.664.303,;2011
3509304;Cajobi;R$ 99.636.415,;2011
3509403;Cajuru;R$ 320.411.333,;2011
3509452;Campina do Monte Alegre;R$ 100.750.698,;2011
3509502;Campinas;R$ 44.613.747.673,;2011
3509601;Campo Limpo Paulista;R$ 1.376.220.549,;2011
3509700;Campos do Jordão;R$ 760.042.416,;2011
3509809;Campos Novos Paulista;R$ 88.853.123,;2011
3509908;Cananéia;R$ 841.203.426,;2011
3509957;Canas;R$ 68.197.608,;2011
3510005;Cândido Mota;R$ 521.531.302,;2011
3510104;Cândido Rodrigues;R$ 51.569.444,;2011
3510153;Canitar;R$ 117.280.069,;2011
3510203;Capão Bonito;R$ 546.200.023,;2011
3510302;Capela do Alto;R$ 169.125.294,;2011
3510401;Capivari;R$ 1.318.009.406,;2011
3510500;Caraguatatuba;R$ 1.830.143.275,;2011
3510609;Carapicuíba;R$ 3.420.202.222,;2011
3510708;Cardoso;R$ 125.942.306,;2011
3510807;Casa Branca;R$ 493.623.574,;2011
3510906;Cássia dos Coqueiros;R$ 65.697.304,;2011
3511003;Castilho;R$ 395.714.042,;2011
3511102;Catanduva;R$ 2.873.464.265,;2011
3511201;Catiguá;R$ 85.578.176,;2011
3511300;Cedral;R$ 168.750.295,;2011
3511409;Cerqueira César;R$ 348.424.413,;2011
3511508;Cerquilho;R$ 1.350.183.451,;2011
3511607;Cesário Lange;R$ 228.531.734,;2011
3511706;Charqueada;R$ 285.372.986,;2011
3511904;Clementina;R$ 169.835.227,;2011
3512001;Colina;R$ 571.507.959,;2011
3512100;Colômbia;R$ 210.221.868,;2011
3512209;Conchal;R$ 368.773.151,;2011
3512308;Conchas;R$ 226.905.961,;2011
3512407;Cordeirópolis;R$ 1.391.566.894,;2011
3512506;Coroados;R$ 100.508.281,;2011
3512605;Coronel Macedo;R$ 47.064.495,;2011
3512704;Corumbataí;R$ 78.975.466,;2011
3512803;Cosmópolis;R$ 939.345.472,;2011
3512902;Cosmorama;R$ 224.219.441,;2011
3513009;Cotia;R$ 7.971.331.560,;2011
3513108;Cravinhos;R$ 712.675.135,;2011
3513207;Cristais Paulista;R$ 102.808.475,;2011
3513306;Cruzália;R$ 42.779.080,;2011
3513405;Cruzeiro;R$ 1.646.677.771,;2011
3513504;Cubatão;R$ 7.344.608.835,;2011
3513603;Cunha;R$ 121.311.533,;2011
3513702;Descalvado;R$ 893.603.402,;2011
3513801;Diadema;R$ 11.663.273.912,;2011
3513850;Dirce Reis;R$ 31.299.422,;2011
3513900;Divinolândia;R$ 124.798.699,;2011
3514007;Dobrada;R$ 64.358.875,;2011
3514106;Dois Córregos;R$ 513.063.500,;2011
3514205;Dolcinópolis;R$ 25.122.728,;2011
3514304;Dourado;R$ 199.824.870,;2011
3514403;Dracena;R$ 790.782.007,;2011
3514502;Duartina;R$ 142.569.197,;2011
3514601;Dumont;R$ 119.631.234,;2011
3514700;Echaporã;R$ 92.390.199,;2011
3514809;Eldorado;R$ 175.215.884,;2011
3514908;Elias Fausto;R$ 429.930.512,;2011
3514924;Elisiário;R$ 42.685.291,;2011
3514957;Embaúba;R$ 36.101.334,;2011
3515004;Embu das Artes;R$ 5.177.290.230,;2011
3515103;Embu-Guaçu;R$ 708.946.836,;2011
3515129;Emilianópolis;R$ 38.275.764,;2011
3515152;Engenheiro Coelho;R$ 338.914.217,;2011
3515186;Espírito Santo do Pinhal;R$ 927.012.432,;2011
3515194;Espírito Santo do Turvo;R$ 68.350.512,;2011
3515202;Estrela d'Oeste;R$ 262.080.842,;2011
3515301;Estrela do Norte;R$ 40.777.760,;2011
3515350;Euclides da Cunha Paulista;R$ 65.431.766,;2011
3515400;Fartura;R$ 186.475.934,;2011
3515509;Fernandópolis;R$ 1.197.921.555,;2011
3515608;Fernando Prestes;R$ 105.062.580,;2011
3515657;Fernão;R$ 24.859.798,;2011
3515707;Ferraz de Vasconcelos;R$ 2.353.543.370,;2011
3515806;Flora Rica;R$ 21.603.995,;2011
3515905;Floreal;R$ 53.162.713,;2011
3516002;Flórida Paulista;R$ 144.633.402,;2011
3516101;Florínea;R$ 76.326.524,;2011
3516200;Franca;R$ 5.893.434.400,;2011
3516309;Francisco Morato;R$ 1.009.860.978,;2011
3516408;Franco da Rocha;R$ 1.790.985.486,;2011
3516507;Gabriel Monteiro;R$ 51.766.296,;2011
3516606;Gália;R$ 82.281.139,;2011
3516705;Garça;R$ 750.317.884,;2011
3516804;Gastão Vidigal;R$ 40.700.161,;2011
3516853;Gavião Peixoto;R$ 60.665.205,;2011
3516903;General Salgado;R$ 219.521.616,;2011
3517000;Getulina;R$ 142.740.231,;2011
3517109;Glicério;R$ 64.038.969,;2011
3517208;Guaiçara;R$ 116.918.995,;2011
3517307;Guaimbê;R$ 55.383.959,;2011
3517406;Guaíra;R$ 1.109.599.679,;2011
3517505;Guapiaçu;R$ 272.579.071,;2011
3517604;Guapiara;R$ 207.369.976,;2011
3517703;Guará;R$ 319.312.384,;2011
3517802;Guaraçaí;R$ 176.871.237,;2011
3517901;Guaraci;R$ 209.742.796,;2011
3518008;Guarani d'Oeste;R$ 19.080.740,;2011
3518107;Guarantã;R$ 101.677.268,;2011
3518206;Guararapes;R$ 639.406.788,;2011
3518305;Guararema;R$ 1.247.690.019,;2011
3518404;Guaratinguetá;R$ 3.095.557.626,;2011
3518503;Guareí;R$ 173.823.243,;2011
3518602;Guariba;R$ 642.548.903,;2011
3518701;Guarujá;R$ 4.993.329.796,;2011
3518800;Guarulhos;R$ 39.082.623.900,;2011
3518859;Guatapará;R$ 121.413.125,;2011
3518909;Guzolândia;R$ 51.233.943,;2011
3519006;Herculândia;R$ 141.466.595,;2011
3519055;Holambra;R$ 439.349.555,;2011
3519071;Hortolândia;R$ 9.108.278.999,;2011
3519105;Iacanga;R$ 267.655.388,;2011
3519204;Iacri;R$ 98.900.240,;2011
3519253;Iaras;R$ 71.571.025,;2011
3519303;Ibaté;R$ 516.085.923,;2011
3519402;Ibirá;R$ 130.378.487,;2011
3519501;Ibirarema;R$ 155.762.370,;2011
3519600;Ibitinga;R$ 975.236.036,;2011
3519709;Ibiúna;R$ 880.025.571,;2011
3519808;Icém;R$ 113.743.757,;2011
3519907;Iepê;R$ 119.340.099,;2011
3520004;Igaraçu do Tietê;R$ 200.986.504,;2011
3520103;Igarapava;R$ 579.025.449,;2011
3520202;Igaratá;R$ 114.772.335,;2011
3520301;Iguape;R$ 835.028.259,;2011
3520400;Ilhabela;R$ 829.567.338,;2011
3520426;Ilha Comprida;R$ 92.753.164,;2011
3520442;Ilha Solteira;R$ 387.160.012,;2011
3520509;Indaiatuba;R$ 8.136.871.123,;2011
3520608;Indiana;R$ 41.524.832,;2011
3520707;Indiaporã;R$ 48.505.863,;2011
3520806;Inúbia Paulista;R$ 84.808.118,;2011
3520905;Ipaussu;R$ 217.788.118,;2011
3521002;Iperó;R$ 385.472.830,;2011
3521101;Ipeúna;R$ 183.409.461,;2011
3521150;Ipiguá;R$ 47.737.302,;2011
3521200;Iporanga;R$ 25.699.147,;2011
3521309;Ipuã;R$ 264.173.691,;2011
3521408;Iracemápolis;R$ 451.851.642,;2011
3521507;Irapuã;R$ 80.797.237,;2011
